Artist,Track,Year,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Gary Lewis And The Playboys,Count Me In,1965,0.562,0.525,5,-13.038,1,0.0338,0.298,0,0.0691,0.786,80.508
Jay & The Americans,Think Of The Good Times,1965,0.332,0.495,8,-11.345,1,0.0348,0.63,1.12E-06,0.327,0.658,113.194
The Who,I Can't Explain,1965,0.572,0.688,9,-4.96,1,0.0608,0.0474,0,0.072,0.856,138.841
Barbra Streisand,Why Did I Choose You,1965,0.158,0.119,8,-18.012,1,0.0367,0.962,7.00E-05,0.12,0.106,168.609
Dobie Gray,"(See You At The) ""Go-Go""",1965,0.562,0.72,10,-9.246,0,0.0397,0.00547,0.00464,0.121,0.842,114.117
The Shangri-Las,Out In The Streets,1965,0.373,0.441,6,-10.15,0,0.0344,0.634,0,0.0997,0.496,105.684
Ben E. King,The Record (Baby I Love You),1965,0.661,0.735,7,-10.733,1,0.0876,0.162,0,0.0773,0.693,113.403
Chuck Berry,Dear Dad,1965,0.656,0.743,5,-8.69,0,0.0653,0.541,0,0.288,0.979,151.617
The Righteous Brothers,Just Once In My Life,1965,0.321,0.403,2,-13.115,1,0.0344,0.666,0.341,0.189,0.26,94.675
The Beatles,Ticket To Ride,1965,0.519,0.85,9,-6.777,1,0.0678,0.0457,0,0.233,0.749,123.419
The Beach Boys,"Help Me, Rhonda",1965,0.544,0.748,1,-6.243,1,0.0298,0.311,0.000716,0.0633,0.825,139.739
Perry Como,Dream On Little Dreamer,1965,0.616,0.167,4,-17.883,1,0.0503,0.888,0.00122,0.11,0.451,107.692
The Dave Clark Five,Reelin' And Rockin',1965,0.538,0.794,7,-8.145,1,0.0857,0.236,3.16E-06,0.085,0.95,91.11
Peter And Gordon,True Love Ways,1965,0.357,0.476,9,-9.592,1,0.036,0.374,4.65E-06,0.333,0.468,113.403
Joe Tex,A Woman Can Change A Man,1965,0.519,0.687,0,-13.092,1,0.432,0.657,0,0.399,0.836,144.294
Chad & Jeremy,What Do You Want With Me,1965,0.62,0.53,6,-9.331,0,0.0316,0.377,0,0.13,0.884,127.463
Freddie And The Dreamers,Do The Freddie,1965,0.405,0.749,8,-7.932,1,0.0665,0.0284,0,0.123,0.521,138.02
Freddie And The Dreamers,You Were Made For Me,1965,0.634,0.456,1,-10.521,1,0.0393,0.584,0,0.262,0.951,147.866
Jody Miller,Queen Of The House,1965,0.644,0.217,1,-18.303,1,0.136,0.0367,0,0.0883,0.507,129.824
The Supremes,Back In My Arms Again,1965,0.696,0.521,0,-11.168,1,0.0273,0.0182,1.47E-05,0.404,0.479,121.215
The Beatles,Yes It Is,1965,0.414,0.329,4,-8.193,1,0.0396,0.638,0,0.114,0.426,132.571
Gene Chandler,Nothing Can Stop Me,1965,0.609,0.501,1,-9.324,1,0.0505,0.276,0,0.362,0.719,119.788
Dionne Warwick,You Can Have Him,1965,0.651,0.522,3,-13.653,1,0.0827,0.202,0,0.129,0.533,111.285
Chuck Jackson,I Need You,1965,0.441,0.59,9,-5.636,1,0.0306,0.209,0,0.12,0.491,79.044
Vic Damone,You Were Only Fooling (While I Was Falling In Love),1965,0.497,0.457,8,-12.482,1,0.0308,0.725,0,0.0474,0.488,121.2
Patti Page,"Hush, Hush, Sweet Charlotte",1965,0.335,0.163,10,-17.254,1,0.031,0.782,0,0.316,0.513,84.315
Bert Kaempfert And His Orchestra,Three O'Clock In The Morning,1965,0.602,0.476,1,-9.462,1,0.0315,0.73,0.809,0.108,0.352,132.825
The Drifters,Come On Over To My Place,1965,0.716,0.741,1,-6.549,0,0.0673,0.297,0,0.0409,0.817,128.099
Soupy Sales,The Mouse,1965,0.741,0.861,8,-2.436,1,0.092,0.349,0.0216,0.106,0.9,74.368
The Drifters,Chains Of Love,1965,0.701,0.578,11,-9.933,1,0.0503,0.614,0,0.239,0.907,116.119
The Olympics,Good Lovin',1965,0.541,0.777,2,-9.259,1,0.0906,0.367,0.00475,0.309,0.703,88.092
Jewel Akens,Georgie Porgie,1965,0.794,0.51,10,-7.916,1,0.033,0.566,0,0.306,0.849,109.966
The Sapphires,Gotta Have Your Love,1965,0.545,0.476,8,-11.185,1,0.0367,0.00421,1.27E-05,0.212,0.449,136.452
Trini Lopez,Sad Tomorrows,1965,0.492,0.261,9,-12.899,0,0.0292,0.499,0,0.0692,0.162,81.853
Unit Four plus Two,Concrete And Clay,1965,0.631,0.784,1,-9.045,1,0.0374,0.242,0,0.0448,0.969,100.749
Georgie Fame And The Blue Flames,In The Meantime,1965,0.495,0.859,5,-8.481,0,0.041,0.502,0,0.478,0.901,84.218
The Ad Libs,He Ain't No Angel,1965,0.602,0.613,4,-7.562,0,0.0589,0.203,0,0.119,0.268,136.232
Four Tops,I Can't Help Myself (Sugar Pie Honey Bunch),1965,0.667,0.599,0,-8.894,1,0.0291,0.245,0,0.107,0.971,127.935
Roger Miller,Engine Engine #9,1965,0.721,0.411,10,-15.319,0,0.0455,0.373,2.98E-05,0.175,0.688,134.393
The Byrds,Mr. Tambourine Man,1965,0.456,0.47,2,-9.564,1,0.0294,0.513,3.76E-05,0.444,0.639,120.336
Bobby Vinton,L-O-N-E-L-Y,1965,0.253,0.309,8,-10.45,1,0.0322,0.853,0,0.262,0.23,94.867
Gene Pitney,Last Chance To Turn Around,1965,0.455,0.749,5,-8.525,1,0.0501,0.719,0,0.121,0.389,135.418
Chad & Jeremy,Before And After,1965,0.506,0.41,11,-9.521,0,0.0275,0.261,0,0.178,0.487,104.114
The Guess Who,Shakin' All Over,1965,0.646,0.828,9,-9.278,1,0.0379,0.0666,0.0255,0.434,0.958,123.894
Horst Jankowski,A Walk In The Black Forest,1965,0.701,0.38,2,-11.756,1,0.0294,0.611,0.728,0.233,0.783,106.284
Donovan,Catch The Wind,1965,0.385,0.306,3,-12.167,1,0.0297,0.452,7.43E-06,0.128,0.546,173.377
Dean Martin,(Remember Me) I'm The One Who Loves You,1965,0.475,0.507,1,-13.103,1,0.0372,0.646,1.03E-05,0.24,0.59,113.364
Dickey Lee,Laurie (Strange Things Happen),1965,0.687,0.35,5,-11.484,1,0.0344,0.623,0,0.0861,0.435,119.508
Barbara Mason,"Yes, I'm Ready",1965,0.237,0.377,5,-8.798,1,0.0287,0.902,0,0.131,0.479,173.142
Jackie DeShannon,What The World Needs Now Is Love,1965,0.445,0.407,1,-9.501,1,0.0302,0.814,0,0.0964,0.531,105.7
The Shangri-Las,Give Us Your Blessings,1965,0.62,0.475,1,-10.075,1,0.05,0.815,0.000903,0.281,0.352,114.165
Jan & Dean,You Really Know How To Hurt A Guy,1965,0.368,0.444,1,-13.091,1,0.0337,0.641,0,0.375,0.427,111.405
Fred Hughes,"Oo Wee Baby, I Love You",1965,0.488,0.418,5,-15.227,0,0.0324,0.581,0.328,0.115,0.492,112.578
Esther Phillips,And I Love Him,1965,0.594,0.276,3,-10.726,0,0.0262,0.309,0,0.0829,0.602,106.37
The Marvelows,I Do,1965,0.543,0.715,9,-5.195,1,0.0579,0.752,0,0.107,0.862,99.055
Johnny Rivers,Seventh Son,1965,0.541,0.296,9,-21.057,1,0.0517,0.228,0.000208,0.966,0.959,157.81
The Kingsmen,The Climb,1965,0.445,0.791,5,-9.378,1,0.0471,0.198,2.33E-06,0.941,0.712,130.53
Vic Dana,Bring A Little Sunshine (To My Heart),1965,0.262,0.341,9,-11.323,1,0.037,0.909,0,0.0896,0.374,86.945
The Seekers,A World Of Our Own,1965,0.599,0.511,10,-10.072,1,0.0294,0.482,2.03E-05,0.306,0.779,88.229
James Phelps,Love Is A 5-Letter Word,1965,0.671,0.477,3,-9.836,1,0.0618,0.395,0,0.34,0.803,95.543
Marianne Faithfull,This Little Bird,1965,0.638,0.251,11,-13.507,0,0.0333,0.822,0,0.0879,0.501,119.316
Tom Jones,Little Lonely One,1965,0.371,0.83,2,-6.692,1,0.0702,0.545,0,0.104,0.767,151.605
Jay & The Americans,"Cara, Mia",1965,0.366,0.707,0,-9.392,1,0.046,0.29,3.17E-05,0.505,0.525,127.701
Brenda Lee,Too Many Rivers,1965,0.621,0.293,5,-13.313,1,0.029,0.652,4.13E-05,0.131,0.555,97.917
Ronnie Dove,A Little Bit Of Heaven,1965,0.41,0.364,5,-10.183,1,0.0287,0.879,0.0167,0.162,0.434,90.372
Bobby Vee,Keep On Trying,1965,0.498,0.527,5,-9.263,1,0.0298,0.0789,0,0.571,0.868,123.042
Len Barry,Lip Sync (To The Tongue Twisters),1965,0.746,0.641,3,-13.596,1,0.0449,0.415,0,0.684,0.944,137.447
Jr. Walker & The All Stars,Do The Boomerang,1965,0.608,0.852,3,-6.909,1,0.0327,0.382,0.000333,0.311,0.74,104.791
Robert Goulet,Summer Sounds,1965,0.486,0.571,10,-11.892,1,0.0347,0.837,0,0.616,0.684,121.894
Booker T. & The MG's,Boot-Leg,1965,0.847,0.475,1,-10.448,1,0.048,0.292,0.869,0.107,0.808,116.584
Johnny Tillotson,Then I'll Count Again,1965,0.412,0.675,9,-7.195,1,0.0872,0.391,0,0.329,0.7,135.699
Del Shannon,Break Up,1965,0.497,0.863,7,-5.291,1,0.0342,0.291,0,0.154,0.904,114.047
Brenda Holloway,Operator,1965,0.616,0.494,7,-8.009,0,0.0266,0.259,0,0.0726,0.866,108.996
The Impressions,Meeting Over Yonder,1965,0.722,0.563,11,-7.067,1,0.0377,0.529,0,0.0973,0.838,114.756
Jerry Vale,Tears Keep On Falling,1965,0.353,0.469,2,-11.143,0,0.0339,0.793,0,0.319,0.443,88.155
The Moody Blues,From The Bottom Of My Heart (I Love You),1965,0.492,0.641,0,-5.67,1,0.0342,0.495,0.00021,0.141,0.507,107.534
The Rolling Stones,(I Can't Get No) Satisfaction,1965,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302
The Bachelors,Marie,1965,0.423,0.462,4,-10.211,1,0.0351,0.802,0,0.155,0.599,124.779
The Kinks,Set Me Free,1965,0.681,0.593,7,-8.405,1,0.0691,0.774,0,0.111,0.808,119.501
Billy Stewart,Sitting In The Park,1965,0.436,0.267,7,-16.951,1,0.0311,0.827,0,0.0843,0.512,168.899
Little Milton,Who's Cheating Who?,1965,0.658,0.544,0,-9.609,1,0.188,0.644,0,0.307,0.816,111.96
Lesley Gore,"Sunshine, Lollipops And Rainbows",1965,0.675,0.64,7,-8.742,1,0.0544,0.652,0,0.461,0.965,119.7
The Strangeloves,I Want Candy,1965,0.669,0.848,8,-10.072,0,0.03,0.0273,0.0869,0.0881,0.661,102.048
The Lettermen,"Theme From ""A Summer Place""",1965,0.434,0.296,8,-15.614,1,0.0323,0.827,0,0.135,0.352,96.276
Barbara Lewis,"Baby, I'm Yours",1965,0.464,0.398,6,-14.282,1,0.03,0.401,0,0.064,0.817,98.256
Little Anthony And The Imperials,Take Me Back,1965,0.447,0.321,10,-11.353,1,0.0434,0.765,4.00E-05,0.333,0.246,94.115
Mel Carter,"Hold Me, Thrill Me, Kiss Me",1965,0.463,0.555,1,-6.43,0,0.0381,0.745,0,0.163,0.515,73.613
Joe Tex,One Monkey Don't Stop No Show,1965,0.54,0.436,5,-13.654,1,0.169,0.706,0,0.727,0.866,118.065
Lee Dorsey,Ride Your Pony,1965,0.922,0.638,3,-10.137,1,0.133,0.465,5.99E-05,0.22,0.866,124.133
Gary Lewis And The Playboys,Save Your Heart For Me,1965,0.622,0.223,2,-12.4,1,0.0277,0.629,0,0.0718,0.617,106.873
Jackie Wilson,No Pity (In The Naked City),1965,0.421,0.524,7,-5.653,1,0.0486,0.602,3.58E-05,0.192,0.52,75.173
The Byrds,All I Really Want To Do,1965,0.452,0.574,9,-7.936,1,0.0321,0.111,0,0.0823,0.811,123.204
Barbra Streisand,My Man,1965,0.246,0.274,4,-12.489,1,0.033,0.843,0,0.152,0.167,82.787
Dionne Warwick,Here I Am,1965,0.367,0.181,11,-18.596,1,0.0318,0.888,0,0.177,0.27,109.071
The Righteous Brothers,Justine,1965,0.601,0.664,2,-8.043,1,0.0364,0.422,0,0.205,0.969,89.829
Jimmy Dean,The First Thing Ev'ry Morning (And The Last Thing Ev'ry Night),1965,0.379,0.293,5,-9.546,0,0.0295,0.83,0,0.0879,0.376,113.618
Maxine Brown,One Step At A Time,1965,0.678,0.691,7,-5.589,0,0.0397,0.381,0,0.353,0.688,108.034
Connie Francis,Forget Domani,1965,0.571,0.451,2,-8.571,1,0.0329,0.78,0,0.401,0.769,74.24
Carla Thomas,Stop! Look What You're Doing,1965,0.566,0.231,2,-12.371,1,0.0314,0.757,0.000753,0.219,0.429,81.064
Billy Joe Royal,Down In The Boondocks,1965,0.675,0.588,9,-11.031,1,0.0457,0.492,9.45E-06,0.0953,0.94,82.949
The Zombies,I Want You Back Again,1965,0.288,0.651,9,-6.388,0,0.0301,0.358,0.000483,0.0933,0.389,174.004
B.B. King,Blue Shadows,1965,0.7,0.729,4,-7.639,1,0.0422,0.409,0.115,0.103,0.927,178.805
The Drifters,Follow Me,1965,0.731,0.533,0,-10.168,1,0.0409,0.357,0,0.379,0.848,111.003
Brook Benton,Love Me Now,1965,0.265,0.393,4,-14.477,1,0.0405,0.91,0.00232,0.341,0.512,147.841
Sonny & Cher,I Got You Babe,1965,0.629,0.795,6,-6.02,1,0.0278,0.136,5.44E-06,0.132,0.6,110.583
Peter And Gordon,To Know You Is To Love You,1965,0.311,0.775,4,-6.273,1,0.0436,0.514,0.00108,0.306,0.427,96.158
Marvin Gaye,Pretty Little Baby,1965,0.593,0.549,7,-6.591,0,0.0279,0.8,0,0.118,0.865,109.465
Roger Miller,One Dyin' And A Buryin',1965,0.68,0.323,5,-13.941,1,0.0597,0.873,3.66E-05,0.101,0.39,106.792
Roy Orbison,(Say) You're My Girl,1965,0.424,0.657,0,-5.801,1,0.0289,0.727,0.000162,0.153,0.85,155.56
The Miracles,The Tracks Of My Tears,1965,0.502,0.333,7,-10.914,1,0.0264,0.699,0,0.222,0.729,96.982
The Beach Boys,California Girls,1965,0.503,0.62,11,-6.069,1,0.0295,0.471,0,0.159,0.713,116.595
The Temptations,Since I Lost My Baby,1965,0.52,0.679,3,-5.888,1,0.0259,0.13,1.74E-06,0.0556,0.92,100.974
We Five,You Were On My Mind,1965,0.507,0.56,1,-8.118,0,0.0473,0.554,0,0.0517,0.645,143.259
Wilson Pickett,In The Midnight Hour,1965,0.75,0.444,4,-8.63,1,0.0403,0.12,3.69E-06,0.118,0.849,111.919
Bobby Vinton,"Theme From ""Harlow"" (Lonely Girl)",1965,0.277,0.289,5,-13.006,0,0.0302,0.606,0,0.165,0.292,95.567
The Righteous Brothers,Hung On You,1965,0.231,0.463,7,-13.507,1,0.0348,0.469,0,0.551,0.603,98.602
Gene Pitney,Looking Through The Eyes Of Love,1965,0.465,0.703,0,-5.711,1,0.0606,0.796,0,0.161,0.387,106.776
The Beau Brummels,You Tell Me Why,1965,0.623,0.589,9,-9.997,1,0.0307,0.321,4.88E-06,0.0921,0.694,114.827
The Astors,Candy,1965,0.699,0.536,3,-11.186,1,0.0315,0.616,0.0128,0.0876,0.916,137.976
Arthur Prysock,"It's Too Late, Baby Too Late",1965,0.297,0.189,5,-15.447,1,0.0301,0.922,0.0104,0.252,0.176,83.311
Bob Dylan,Like A Rolling Stone,1965,0.483,0.721,0,-6.836,1,0.032,0.729,0,0.189,0.562,95.261
Sam Cooke,Sugar Dumpling,1965,0.6,0.577,10,-9.984,1,0.0427,0.696,0,0.0774,0.961,127.379
Sam The Sham and the Pharaohs,Ju Ju Hand,1965,0.779,0.703,7,-8.85,1,0.232,0.824,0,0.0767,0.954,136.905
Jr. Walker & The All Stars,Shake And Fingerpop,1965,0.678,0.744,5,-6.714,0,0.0445,0.0724,0,0.062,0.961,122.297
Bert Kaempfert And His Orchestra,Moon Over Naples,1965,0.255,0.412,9,-8.946,1,0.0335,0.74,0.923,0.318,0.373,111.769
The Yardbirds,Heart Full Of Soul,1965,0.494,0.666,9,-9.743,0,0.0351,0.229,5.69E-05,0.0469,0.699,140.832
The Supremes,Nothing But Heartaches,1965,0.579,0.554,5,-8.896,1,0.0286,0.084,0,0.219,0.491,124.067
Tony Bennett,Fly Me To The Moon (In Other Words),1965,0.277,0.131,0,-14.9,0,0.0301,0.905,0.00111,0.238,0.117,98.654
Freddie And The Dreamers,A Little You,1965,0.351,0.573,9,-10.993,1,0.0325,0.0868,0,0.421,0.766,73.361
The Duprees,Around The Corner,1965,0.632,0.817,6,-5.23,1,0.0349,0.691,0,0.267,0.96,117.914
Baby Washington,Only Those In Love,1965,0.248,0.417,6,-10.667,1,0.0352,0.608,0.000243,0.0999,0.244,172.139
The Beatles,Help!,1965,0.534,0.725,6,-7.576,0,0.0332,0.188,0,0.0994,0.763,95.003
Barry McGuire,Eve Of Destruction,1965,0.613,0.307,2,-17.385,1,0.0414,0.387,4.52E-06,0.087,0.789,117.305
The Turtles,It Ain't Me Babe,1965,0.418,0.547,7,-5.992,1,0.0335,0.253,0,0.0941,0.574,122.096
The McCoys,Hang On Sloopy,1965,0.764,0.516,7,-12.099,1,0.0334,0.167,0,0.0723,0.936,115.255
Freddy Cannon,Action,1965,0.611,0.894,8,-6.558,1,0.148,0.771,0,0.247,0.962,155.333
Dean Martin,Houston,1965,0.602,0.292,11,-14.969,1,0.0859,0.829,0,0.109,0.319,119.081
The Dave Clark Five,Catch Us If You Can,1965,0.473,0.602,7,-9.561,1,0.0669,0.149,5.40E-05,0.213,0.897,146.514
Sonny,Laugh At Me,1965,0.547,0.703,7,-7.606,1,0.0323,0.145,0,0.158,0.641,108.004
Edwin Starr,Agent Double-O-Soul,1965,0.679,0.398,1,-17.422,1,0.0628,0.129,0.0103,0.646,0.735,139.367
The Animals,We Gotta Get Out Of This Place,1965,0.534,0.61,5,-5.276,1,0.0345,0.431,2.79E-06,0.0988,0.45,124.05
Barbara Mason,"Sad, Sad Girl",1965,0.306,0.495,5,-7.663,1,0.0273,0.621,0,0.37,0.666,165.462
Chad & Jeremy,I Don't Wanna Lose You Baby,1965,0.375,0.475,0,-13.607,1,0.0295,0.391,0,0.388,0.661,103.079
Marianne Faithfull,Summer Nights,1965,0.553,0.538,0,-14.275,1,0.0438,0.251,3.74E-06,0.044,0.753,126.312
Sonny & Cher,Baby Don't Go,1965,0.54,0.492,0,-9.087,1,0.0286,0.473,0,0.046,0.552,121.832
The Kingsmen,Annie Fanny,1965,0.663,0.399,7,-17.304,1,0.0544,0.503,0,0.195,0.885,131.186
Chuck Jackson,If I Didn't Love You,1965,0.329,0.434,8,-8.69,1,0.0596,0.817,0.000167,0.159,0.72,186.611
Roy Orbison,Ride Away,1965,0.52,0.411,9,-12.411,1,0.0315,0.786,0.0012,0.146,0.35,120.29
Sonny & Cher,Just You,1965,0.447,0.516,0,-8.082,1,0.0254,0.684,0,0.0569,0.336,95.358
The Contours,First I Look At The Purse,1965,0.575,0.654,2,-6.24,1,0.0386,0.145,0,0.187,0.773,150.167
Tom Jones,With These Hands,1965,0.333,0.307,9,-22.634,1,0.0396,0.676,2.15E-05,0.339,0.365,100.906
The Lovin' Spoonful,Do You Believe In Magic,1965,0.552,0.742,0,-7.963,1,0.0454,0.218,0,0.339,0.751,138.591
The Marvelettes,Danger Heartbreak Dead Ahead,1965,0.63,0.609,10,-10.841,1,0.0354,0.288,0.0485,0.108,0.904,126.036
Donovan,Colours,1965,0.534,0.436,9,-10.614,1,0.0513,0.00675,0.000423,0.195,0.899,100.478
Gerry And The Pacemakers,Give All Your Love To Me,1965,0.398,0.322,0,-9.331,1,0.0308,0.514,0,0.369,0.373,116.406
Charlie Rich,Mohair Sam,1965,0.803,0.634,10,-9.316,1,0.0344,0.743,1.44E-05,0.089,0.936,116.738
The Castaways,"Liar, Liar",1965,0.533,0.575,7,-9.903,0,0.0396,0.664,0.674,0.269,0.885,146.167
Jody Miller,Home Of The Brave,1965,0.45,0.416,0,-9.703,1,0.0258,0.603,0,0.102,0.581,109.162
Stevie Wonder,High Heel Sneakers,1965,0.31,0.946,7,-7.118,1,0.578,0.398,0,0.944,0.679,84.35
Jay & The Americans,Some Enchanted Evening,1965,0.448,0.481,5,-10.727,1,0.0311,0.507,2.80E-05,0.228,0.455,119.834
Jim Reeves,Is It Really Over?,1965,0.275,0.241,10,-14.526,1,0.0293,0.805,0.0124,0.135,0.221,80.842
Roy Head And The Traits,Treat Her Right,1965,0.599,0.622,0,-7.621,1,0.0571,0.4,0.00273,0.292,0.961,161.929
Ian Whitcomb,N-E-R-V-O-U-S!,1965,0.461,0.631,7,-11.193,1,0.0531,0.509,0.00447,0.296,0.838,149.919
Joe Tex,I Want To (Do Everything For You),1965,0.477,0.551,2,-11.344,1,0.0914,0.71,0,0.509,0.945,131.938
Solomon Burke,Someone Is Watching,1965,0.507,0.349,7,-10.476,1,0.0292,0.7,0,0.188,0.553,73.24
Otis Redding,Respect,1965,0.709,0.841,2,-6.143,1,0.0519,0.19,0.000195,0.0686,0.961,117.538
Horst Jankowski,Simpel Gimpel,1965,0.642,0.354,5,-14.499,1,0.0286,0.697,0.378,0.057,0.635,81.023
Major Lance,Too Hot To Hold,1965,0.676,0.731,11,-8.226,1,0.0352,0.364,0,0.375,0.865,118.181
Neil Sedaka,The World Through A Tear,1965,0.446,0.547,9,-8.665,0,0.0344,0.645,0,0.092,0.3,132.674
Bobby Bland,These Hands (Small But Mighty),1965,0.722,0.644,8,-6.045,1,0.0525,0.602,0.00024,0.337,0.941,130.881
Dickey Lee,The Girl From Peyton Place,1965,0.384,0.43,4,-6.165,1,0.029,0.742,0,0.312,0.434,101.612
The Beatles,Yesterday,1965,0.332,0.179,5,-11.83,1,0.0326,0.879,0,0.0886,0.315,96.529
Roger Miller,Kansas City Star,1965,0.762,0.322,11,-15.364,1,0.336,0.432,2.28E-06,0.116,0.902,167.046
The Toys,A Lover's Concerto,1965,0.675,0.74,2,-5.551,1,0.052,0.633,0,0.149,0.836,123.651
Gary Lewis And The Playboys,Everybody Loves A Clown,1965,0.604,0.757,2,-6.367,1,0.035,0.0948,8.45E-05,0.0723,0.649,135.574
The Spokesmen,The Dawn Of Correction,1965,0.41,0.639,7,-10.755,1,0.039,0.239,0,0.573,0.606,116.102
Lesley Gore,"My Town, My Guy And Me",1965,0.677,0.574,0,-7.549,1,0.0461,0.663,0,0.382,0.441,125.333
Herb Alpert & The Tijuana Brass,3rd Man Theme,1965,0.553,0.677,4,-10.831,0,0.0712,0.423,0.962,0.185,0.768,153.174
Barbara Lewis,Make Me Your Baby,1965,0.463,0.491,9,-15.879,1,0.0402,0.701,5.84E-05,0.671,0.649,110.04
San Remo Golden Strings,Hungry For Love,1965,0.625,0.501,8,-7.141,1,0.0315,0.0646,0.838,0.0964,0.481,114.637
Joan Baez,There But For Fortune,1965,0.33,0.097,0,-21.895,0,0.0331,0.91,6.47E-05,0.111,0.129,102.039
Billy Joe Royal,I Knew You When,1965,0.541,0.514,0,-11.845,0,0.0445,0.723,0,0.884,0.656,93.377
The Strangeloves,Cara-Lin,1965,0.748,0.788,2,-11.284,1,0.067,0.135,3.81E-06,0.501,0.626,130.506
Paul Revere & The Raiders,Steppin' Out,1965,0.582,0.708,5,-10.258,0,0.0322,0.0259,0.000229,0.043,0.962,138.097
Bob Dylan,Positively 4th Street,1965,0.556,0.463,6,-10.79,1,0.0268,0.817,0,0.116,0.764,109.586
The Barbarians,Are You A Boy Or Are You A Girl,1965,0.482,0.57,2,-9.87,1,0.0311,0.0296,0,0.3,0.83,143.062
Donovan,Universal Soldier,1965,0.579,0.349,0,-11.345,1,0.279,0.625,0,0.383,0.828,99.782
Glen Campbell,The Universal Soldier,1965,0.352,0.724,0,-8.507,1,0.0402,0.124,0,0.22,0.931,204.181
The Beatles,Act Naturally,1965,0.702,0.447,7,-10.122,1,0.0308,0.366,0,0.153,0.944,93.02
Herb Alpert & The Tijuana Brass,Taste Of Honey,1965,0.571,0.424,5,-11.109,0,0.0368,0.771,0.881,0.111,0.502,79.956
Fontella Bass,Rescue Me,1965,0.678,0.544,4,-9.468,0,0.0326,0.668,9.62E-06,0.103,0.963,122.735
Bobby Goldsboro,If You've Got A Heart,1965,0.858,0.61,9,-7.824,1,0.0416,0.0405,0.0011,0.0578,0.951,128.218
Kim Weston,Take Me In Your Arms (Rock Me A Little While),1965,0.397,0.829,3,-6.935,1,0.0496,0.195,0,0.0766,0.901,178.402
Patty Duke,Say Something Funny,1965,0.523,0.5,1,-6.195,1,0.029,0.857,0,0.0843,0.419,111.467
Little Anthony And The Imperials,I Miss You So,1965,0.331,0.364,2,-9.09,0,0.0316,0.811,3.02E-05,0.0928,0.185,135.382
Jackie DeShannon,A Lifetime Of Loneliness,1965,0.406,0.338,5,-6.535,1,0.026,0.816,6.86E-06,0.115,0.459,90.318
The Ivy League,Tossing & Turning,1965,0.586,0.51,9,-9.072,1,0.0379,0.463,0,0.221,0.638,119.045
The Newbeats,"Run, Baby Run (Back Into My Arms)",1965,0.778,0.629,7,-8.376,1,0.0327,0.41,1.90E-05,0.261,0.681,124.463
The Impressions,Just One Kiss From You,1965,0.41,0.317,0,-9.14,1,0.0363,0.777,0,0.108,0.404,140.044
The Lettermen,Secretly,1965,0.707,0.436,3,-13.399,1,0.0295,0.584,1.64E-06,0.644,0.648,114.897
Barbra Streisand,He Touched Me,1965,0.243,0.347,8,-9.947,1,0.0327,0.916,0,0.178,0.201,102.429
The Rolling Stones,Get Off Of My Cloud,1965,0.579,0.877,4,-8.83,1,0.0488,0.0289,0.571,0.0656,0.9,126.336
Sonny & Cher,But You're Mine,1965,0.476,0.684,2,-8.251,1,0.0364,0.0654,9.83E-06,0.306,0.491,126.828
Petula Clark,Round Every Corner,1965,0.355,0.688,11,-7.903,1,0.0429,0.417,0,0.806,0.717,133.158
The Supremes,I Hear A Symphony,1965,0.521,0.606,10,-7.817,0,0.0277,0.322,0.000257,0.0888,0.433,70.38
Cher,Where Do You Go,1965,0.477,0.404,7,-15.389,1,0.0279,0.743,4.74E-05,0.21,0.708,104.884
The Bachelors,Chapel In The Moonlight,1965,0.375,0.669,0,-7.424,1,0.0435,0.692,0,0.263,0.698,103.769
The Miracles,My Girl Has Gone,1965,0.396,0.506,2,-10.54,1,0.0289,0.791,0,0.195,0.778,91.896
The Temptations,My Baby,1965,0.52,0.679,3,-5.888,1,0.0259,0.13,1.74E-06,0.0556,0.92,100.974
Jan & Dean,I Found A Girl,1965,0.503,0.736,5,-11.162,1,0.0327,0.178,0.0188,0.549,0.964,137.521
Sam The Sham and the Pharaohs,Ring Dang Doo,1965,0.827,0.584,4,-12.884,1,0.0491,0.465,0,0.0895,0.965,133.614
"""Little"" Jimmy Dickens",May The Bird Of Paradise Fly Up Your Nose,1965,0.66,0.801,4,-8.446,1,0.115,0.738,1.04E-05,0.627,0.867,104.374
The Byrds,Turn! Turn! Turn! (To Everything There Is A Season),1965,0.452,0.818,2,-8.124,1,0.0439,0.135,2.72E-05,0.052,0.755,124.474
Wayne Newton,Remember When,1965,0.593,0.363,5,-13.757,1,0.0345,0.811,0,0.212,0.783,131.7
Mel Carter,(All Of A Sudden) My Heart Sings,1965,0.419,0.546,7,-7.819,1,0.0363,0.479,4.81E-06,0.535,0.493,118.106
Trini Lopez,Sinner Man,1965,0.657,0.656,0,-9.806,1,0.0299,0.228,0,0.162,0.961,134.977
The Turtles,Let Me Be,1965,0.502,0.623,9,-7.53,1,0.0283,0.0241,0,0.0996,0.726,129.648
Danny Hutton,Roses And Rainbows,1965,0.556,0.672,7,-9.56,1,0.0359,0.333,0,0.0985,0.908,129.483
The Vejtables,I Still Love You,1965,0.505,0.631,11,-9.96,0,0.0403,0.546,3.73E-06,0.296,0.651,146.395
